town,score,number_of_posts
"Pinehurst, NC",0.23651468253968255,504
"West Lafayette, IN",0.4284492424242424,264
"Cairnbrook, PA",0.6484333333333333,6
"Freemansburg, PA",0.32804102564102566,156
"Glen Lyon, PA",0.08381333333333332,60
"Coventry, RI",0.29891413379073756,2915
"Vallejo, CA",0.4402242603550296,169
"New Albany, PA",n/a,0
"Summerville, SC",0.2380135015624079,16961
"Novato, CA",0.2899277108433735,1245
"Olathe, KS",0.31336963589893996,23867
"Hoffman, MN",0.5492,4
"Wolfforth, TX",0.3034221476510067,149
"Mayfield, KY",0.20715847953216374,684
"Erlanger, KY",0.26316017316017315,1155
"Florence, SC",0.3028349447179404,12392
"Brookland, AR",0.12642721088435374,147
"Headland, AL",0.23002359550561796,178
"Benton, AR",0.3026540133779264,7178
"Omaha, NE",0.3714209657426189,17748
"Attleboro, MA",-0.08173665172728355,25214
"Redwood City, CA",0.35718333333333335,1656
"Magnolia, TX",0.343646885361552,14175
"Emsworth, PA",0.377718,100
"Guys Mills, PA",0.17738810020876827,958
"White Cloud, MI",0.1822485294117647,68
"Alameda, CA",0.31562152828802353,1361
"Brook Park, MN",n/a,0
"Genola, UT",n/a,0
"Smithfield, RI",0.2131470764617691,667
"Woonsocket, RI",0.35019189497716896,876
"Estill, SC",n/a,0
"Potomac, MD",0.32415305263157895,475
"Surfside Beach, SC",0.23596363636363638,22
"Carlisle, AR",0.31817005382131325,4646
"Clinton, AR",0.3494048387096774,62
"Barto, PA",0.10815058139534885,344
"Lemoyne, PA",0.4424062883435583,1304
"Franklin, TN",0.38669014354066983,1045
"Wattsburg, PA",0.12381290322580646,62
"Centre Hall, PA",0.28656714285714285,140
"Felton, PA",0.2830655487804878,656
"Mount Holly Springs, PA",0.20744354066985646,632
"Oakland, CA",0.23498936021414618,41467
"West Wyoming, PA",0.40300909090909093,88
"Mount Pleasant, PA",0.41091303873431534,3666
"Southport, FL",0.21234805130735077,24324
"West Point, TX",0.20593355704697988,298
"Willow Park, TX",0.1898880281690141,426
"Manhattan Beach, CA",n/a,0
"Weirton, WV",0.0,3
"Lincoln, RI",0.34170547504025767,621
"Lakewood, OH",0.3531967741935484,1116
"Locust Fork, AL",0.2923098214285714,112
"Barnhart, MO",0.2493808027923211,573
"St. Paul, MN",0.2252889423076923,416
"Riverdale, GA",0.1246139705882353,136
"Carlisle, PA",0.28547239004886715,13506
"Warrior Run, PA",0.2966066666666667,60
"Truckee, CA",0.4085472246696035,2270
"Genesee, PA",0.4893383620689655,928
"Chattanooga, TN",0.40361063829787236,47
"Eyota, MN",0.24712105263157894,38
"Irvine, CA",0.1929367139959432,986
"North Charleston, SC",0.26976771933102867,10703
"Mulvane, KS",0.23523828671328673,572
"Oxford, KS",0.182244,150
"Bennington, VT",0.15421993569131834,3110
"Mapleton, IL",0.309944375,160
"Tremonton, UT",0.5120584905660377,159
"Ocoee, FL",0.276415,20
"Dorchester, SC",0.24612747875354107,353
"Dumas, AR",0.0,4
"Beebe, AR",0.32614451219512197,164
"Goodview, VA",0.20281894736842104,285
"Airville, PA",0.11686867469879518,166
"Granville Summit, PA",0.22011999999999998,10
"Annapolis, MD",0.3447831249628794,67348
"Liberty, PA",0.4603532731376975,886
"Eugene, OR",0.12181666666666667,168
"Gainesville, GA",0.4398752380952381,210
"Clark, NJ",0.16073928571428572,1792
"Chanhassen, MN",0.306310629846794,5287
"Golden, IL",0.3604684210526316,38
"Atwater, MN",-0.1101,4
"Valley Mills, TX",n/a,0
"Chandler, AZ",0.32794314789687923,737
"Helper, UT",0.35969078498293516,586
"Thrall, TX",0.3124920634920635,316
"Westlake Village, CA",n/a,0
"Martinsville, IN",n/a,0
"McPherson, KS",0.3246037914691943,633
"East Providence, RI",0.34392306477093204,633
"Chico, CA",0.4305649350649351,77
"Randolph, MN",0.22401071428571429,84
"Utica, KY",0.26253394495412846,109
"Windsor, CO",0.262853125,128
"Elyria, OH",0.35209750889679714,281
"North, SC",0.0,1
"North Augusta, SC",0.23432663664703846,2887
"Mineral, VA",0.27392005899705013,678
"Leighton, AL",0.29835931952662725,676
"Red Level, AL",0.0,1
"Stapleton, AL",0.2971639240506329,158
"West Linn, OR",0.26098110709987965,8310
"Rochester Hills, MI",0.06442692307692308,104
"Atglen, PA",0.027105172413793097,116
"Coatesville, PA",0.29225915002487385,14071
"Gladwyne, PA",0.6405226415094339,106
"Cheswick, PA",0.3104806451612903,1054
"Gretna, NE",0.29859425675675677,592
"Hamburg, PA",0.4238041782086796,4332
"Chicago Heights, IL",0.2454208845208845,4070
"Shelton, CT",0.36500391304347823,1150
"Pikesville, MD",0.37224193548387097,124
"Arnaudville, LA",0.18216176470588236,340
"Isle Of Palms, SC",0.3133640740740741,270
"Greenville, IL",0.3654760517799353,309
"Skipperville, AL",0.09156666666666667,15
"Hillsboro, AL",0.05535054945054946,91
"Kannapolis, NC",0.28134436274509805,816
"Alamogordo, NM",0.5317153846153847,104
"Laurel, MD",0.4216814887548511,21387
"Pennsylvania Furnace, PA",0.2304853904282116,794
"Boyertown, PA",0.23384178187403995,1302
"Manheim, PA",0.3081621710526316,1824
"Jamestown, PA",0.3750291431792559,3548
"Wells, TX",n/a,0
"Williamsburg, PA",0.177640625,96
"Tuscaloosa, AL",0.31716356669302354,16442
"Lugoff, SC",0.23559783653846153,4576
"Elgin, SC",0.42257423795476895,1017
"Atmore, AL",0.31806234458259325,563
"Neptune, NJ",0.46980645161290324,279
"Bensalem, PA",0.2739500501169395,5986
"Red Lion, PA",0.265693340220933,12583
"Spring Creek, PA",0.22682115384615384,1352
"Robesonia, PA",0.21492066666666668,300
"Turtle Creek, PA",0.2772821818181818,550
"Scarborough, ME",0.4229112570356473,1066
"Eighty Four, PA",0.22604497422680414,1552
"Carmel, NY",-0.03435789473684209,38
"Leaf River, IL",0.01102857142857143,7
"Simi Valley, CA",0.3196761904761905,168
"Leesburg, VA",0.29628684516880094,7731
"Wichita Falls, TX",0.2942570022432816,21847
"Eminence, KY",0.12602990654205606,107
"Pelican Rapids, MN",0.25708487394957985,357
"Honeyville, UT",0.1262,13
"Jonesville, SC",0.11848688524590165,305
"Satsuma, AL",0.20436688247011953,2008
"Grapevine, TX",0.584258273381295,834
"Tampa, FL",0.22607418312387792,2785
"New Eagle, PA",0.13440555555555556,108
"East Stroudsburg, PA",0.2752258741258741,3861
"Lewisburg, PA",0.23855904031659658,8086
"Silver Spring, MD",0.29788371771217714,2168
"Garner, NC",0.24959356435643565,606
"Lincolnwood, IL",0.36048893442622953,732
"Lake Crystal, MN",0.0,4
"Brooten, MN",n/a,0
"St. George, UT",0.23085,100
"West Jordan, UT",0.317634383262444,8701
"Webberville, TX",n/a,0
"Montara, CA",0.12937407407407409,270
"Salisbury, MD",0.0,1
"Satellite Beach, FL",0.1683375,624
"Stanton, TX",0.1329695652173913,46
"Mauldin, SC",0.3478771267207907,2833
"Oxford, AL",0.2599506940806705,7636
"Shelton, NE",0.34195888888888887,90
"Bradford, AR",n/a,0
"Miami, FL",0.2374195700518903,2698
"Beach Lake, PA",0.527175,16
"Bernville, PA",0.20277701863354036,1288
"Enid, OK",0.03833466666666667,600
"Cleona, PA",0.3680777777777778,108
"Devon, PA",0.40235471204188483,382
"Hyde Park, PA",0.29784736842105264,1178
"Little Britain, PA",n/a,0
"Carnegie, PA",0.2829036869340233,1546
"Shelbyville, TN",0.07326666666666667,63
"Hawley, PA",0.22597142857142857,350
"Jacksonville, FL",0.30808147546311343,3077
"Fayetteville, NY",0.3459859284890427,2601
"Garden Prairie, IL",0.47452352941176473,34
"Hometown, IL",0.3087435294117647,85
"Glendale, CA",0.2299077,2000
"Winona, MN",0.2657253164556962,632
"Fresno, CA",0.18751704545454545,1672
"Savannah, GA",0.2850109191582044,141412
"Lake Lynn, PA",0.0,10
"Waterford, PA",0.358616361679225,1858
"Vandergrift, PA",0.510818137254902,408
"Stafford Springs, CT",0.21871714285714286,35
"Missouri City, TX",0.18676704918032788,610
"Mankato, MN",0.3387264036901543,6287
"Azle, TX",0.28616341463414635,82
"Chesterfield, MO",0.3042256597645148,7389
"Hillsboro, OR",0.14473898305084745,177
"Paola, KS",0.21359763816721777,2117
"Valley Center, KS",0.19733944365192582,1402
"Cold Spring, KY",0.2257585152838428,229
"Fairbanks, AK",0.2801965000353532,14145
"Reynoldsburg, OH",0.09907391304347825,23
"Starr, SC",0.17996524822695034,141
"Elkins, AR",0.26300230547550435,1041
"Fitzpatrick, AL",n/a,0
"De Soto, MO",0.2862052863436123,908
"Livermore, CA",0.35730942260007087,5646
"Willamina, OR",n/a,0
"Ashley, PA",n/a,0
"Colmar, PA",0.24384909963985596,1666
"Monterey Park, CA",0.2604314814814815,486
"Millville, PA",0.22587,100
"Minersville, PA",-0.013452830188679245,106
"Wexford, PA",0.3444617184771219,2863
"Dawson, PA",-0.18794545454545455,22
"Essex, IL",0.1839970588235294,102
"Galesburg, IL",0.17714198113207547,212
"Kirtland, OH",0.38417265624999997,256
"Brian Head, UT",n/a,0
"Santa Barbara, CA",0.2624661495624503,5028
"Oskaloosa, KS",0.2950917073170732,205
"Princeton, KS",0.2578059925093633,534
"Willow Street, PA",0.24178314606741574,89
"Mahaffey, PA",n/a,0
"Miltona, MN",-0.02,3
"Hinckley, IL",0.18045185185185186,27
"Veyo, UT",0.25595050505050504,99
"Harbor City, CA",0.2761090909090909,308
"Coppell, TX",0.2586328025477707,628
"Bryant, AR",0.2799219244823386,4926
"Cove, AR",0.09154285714285715,7
"Daphne, AL",0.264729511748042,6001
"Phil Campbell, AL",0.134296,25
"Evening Shade, AR",0.3598349206349206,63
"Altus, AR",0.18825862068965518,29
"Vancouver, WA",0.2745716481437692,8458
"Welches, OR",0.3098351351351351,666
"Denver, PA",0.2363050785973398,8270
"Lynn Haven, FL",0.24566050681050874,25769
"Stoneboro, PA",0.30160333333333333,60
"Freeland, PA",0.17171538461538463,130
"Andover, MA",0.3199703623813632,2318
"Rockwood, PA",0.5460410958904109,146
"Swoyersville, PA",0.14955277777777778,216
"Elizabeth, PA",0.2518367346938776,490
"Campbell, CA",0.21750870113493065,1586
"Allen, TX",0.49209166666666665,36
"National City, MI",0.046825,64
"Midway, UT",n/a,0
"Pella, IA",0.34223333333333333,6
"Banning, CA",-0.061857777777777775,90
"Riverside, RI",0.3681174810318665,3295
"Mertztown, PA",0.22350243902439024,205
"Alexander City, AL",0.28377369439071565,1552
"Maple Lake, MN",0.25062867647058823,136
"Remer, MN",0.0,3
"Buffalo, NY",0.1256374862183021,907
"North Branch, MN",0.28174859813084113,1070
"Wakefield, RI",0.31666395939086295,1576
"Orangeburg, SC",0.2798873840445269,539
"Millbrook, AL",0.3169282547923323,5008
"West Kingston, RI",0.4722207317073171,82
"Eastover, SC",0.17359626865671643,134
"Johnsonville, SC",0.12666315789473684,38
"Monroeville, AL",0.2250952380952381,126
"Hayneville, AL",-0.002857142857142857,7
"Powell, TN",0.38462132352941175,136
"Oakdale, PA",0.33667923588039866,2408
"Tiburon, CA",0.55555703125,256
"Rome, PA",0.29374606741573034,178
"Ronks, PA",0.326225,16
"Albany, CA",0.2811637931034483,232
"East Brady, PA",0.1910125,32
"Havertown, PA",0.34248321579689706,2836
"Roulette, PA",-0.002857142857142857,14
"Hyde Park, UT",0.2724611374407583,844
"Waco, TX",0.2768715955533758,12234
"Luverne, MN",0.5807333333333333,3
"Douglasville, GA",0.16003236514522823,241
"Cross, SC",0.12566315789473684,57
"Trafford, AL",0.36309841827768014,569
"Harvest, AL",0.3405287668210898,4533
"Hollytree, AL",0.42977037037037036,162
"Alexander, AR",0.2678737982832618,4660
"Bismarck, AR",0.374765,20
"Umpqua, OR",0.29045733333333335,150
"Ashville, PA",0.610627536231884,138
"Elkland, PA",0.01681851851851852,54
"Franklin, PA",0.2784099706744868,1364
"Upper Chichester, PA",0.1751981385729059,1934
"Mountville, PA",0.3581864197530864,162
"Webberville, MI",0.28125688073394495,109
"Backus, MN",0.14973055555555556,36
"Bethesda, MD",0.41922198742138367,7950
"Odenton, MD",0.18740051413881748,1556
"Osawatomie, KS",0.09692881355932204,59
"Rumford, RI",0.1894694117647059,170
"Lafayette, LA",0.2964952800149841,10678
"Bonneau, SC",0.163469375,160
"Pacolet, SC",0.29878744394618834,223
"Centre, AL",0.3332673046251994,627
"Guntersville, AL",0.28618658311074585,4867
"Holyoke, MA",0.25021896128423043,5295
"Merrill, WI",0.15824913294797688,346
"Branson, MO",0.3326299946438136,1867
"South Charleston, OH",-0.1116877049180328,366
"Asheville, NC",0.39026410256410254,78
"Chester Springs, PA",0.32943273880301227,2523
"West Reading, PA",0.46476603773584907,106
"Brisbin, PA",0.0,2
"Chugiak, AK",0.21170769140025952,16954
"Franklin, IL",0.2991632075471698,636
"Converse, TX",0.26705,272
"White Pigeon, MI",0.1698,86
"Peck, KS",0.07512105263157896,19
"Sterling, VA",0.10972343749999999,64
"Hope, RI",0.3569723076923077,65
"Brighton, IL",0.20804242424242425,66
"Buffalo, SC",0.50195625,16
"Coosada, AL",0.24613225806451614,31
"Bryn Mawr, PA",0.34604837740384614,9984
"Jenkintown, PA",0.39407672955974843,318
"Conway, SC",0.30811394148020654,5229
"New Hope, PA",0.2250992125984252,508
"Quincy, MA",0.3206797746144721,3372
"Chicora, PA",0.13885135135135135,259
"Liberty, MO",0.30460100286532954,2094
"Greenland, NH",0.30890208333333335,48
"Bingham Canyon, UT",n/a,0
"Decatur, AL",0.3301632753740396,12366
"Lanham, MD",0.218,120
"Gilbertsville, KY",0.3059293548387097,310
"Roeland Park, KS",0.3206566265060241,166
"Renville, MN",0.6882685714285715,35
"Iva, SC",0.3204945098039216,255
"Clover, VA",0.2672,3
"Arkadelphia, AR",0.14331616161616162,99
"Winchester, VA",0.08082142857142857,112
"Drumore, PA",0.18624181818181818,110
"Jefferson, MD",0.3094366666666667,180
"Canonsburg, PA",0.33093811659192823,3568
"Gaithersburg, MD",0.40824261363636366,352
"Elwood, IL",0.30025125628140703,2189
"Phoenix, AZ",0.36642213114754096,244
"Amboy, MN",n/a,0
"Terrell, TX",0.301254431630972,9107
"Russell, KS",0.054885416666666666,48
"Yukon, PA",0.16419111111111112,45
"New Ulm, MN",0.23756493604213694,1329
"Stamford, CT",0.26027676923076926,3250
"Bell City, LA",n/a,0
"Hickory Grove, SC",0.22933235294117646,68
"Elkton, MD",n/a,0
"Emmet, AR",0.22944117647058823,119
"Indianapolis, IN",0.15842912393788455,3413
"Montgomery, AL",0.3156066296559292,309942
"Gouldsboro, PA",0.20117916666666666,336
"Fairview, PA",0.24829205890086772,3803
"Glenshaw, PA",0.27855454545454544,638
"Garrison, MN",0.31598715596330273,109
"Okatie, SC",0.37131303317535547,844
"Chisago City, MN",0.27347414448669205,526
"Norwood, MA",0.3736377608142494,1965
"White Oak, TX",0.3878501308900524,1528
"East Carbon, UT",n/a,0
"Alpine, UT",0.38055732984293195,1528
"Hope Valley, RI",0.3854981366459627,161
"Marengo, IL",0.1530104761904762,105
"Edgewater, MD",0.26240117456161377,54233
"Florence, AL",0.26524204150851977,12385
"Hartford, AL",0.2782388704318937,301
"Fairhope, AL",0.2852491496598639,4704
"San Mateo, CA",0.32573791866028706,61028
"Rock Island, IL",0.26166265822784807,1106
"Piedmont, SC",0.3204074812030075,5320
"Oakland, NJ",0.5254933333333334,30
"Point Marion, PA",0.13787391304347826,46
"Schnecksville, PA",0.2722586776859504,1936
"Jennings, LA",0.1985,35
"Horsham, PA",0.21330178306092126,1346
"Vinton, TX",n/a,0
"Layton, UT",0.29820578281145904,7505
"Eagle Mountain, UT",0.30634914772727273,1056
"Front Royal, VA",0.33909706563706565,1295
"Burlington, NC",0.3074188888888889,90
"Cecilia, KY",0.1470425087108014,287
"Kevil, KY",0.30935555555555555,567
"Ketchikan, AK",0.32958633879781424,366
"Albertville, AL",0.2552919197117859,1943
"Roy, UT",0.2909918169209431,721
"Ninety Six, SC",0.39116684782608696,184
"Pinckney, MI",-0.16276363636363636,33
"Mount Olive, AL",0.13412361111111112,72
"Sherwood, AR",0.18070546021840875,1282
"Rochester, WA",0.28368848484848486,330
"Baker, CA",n/a,0
"Cedar Rapids, IA",0.296353596287703,431
"Ulster, PA",0.4656909090909091,22
"New Paris, PA",0.14262,20
"Ithaca, NY",0.29697279411764704,544
"Marietta, PA",0.2983424418604651,1032
"Wilmington, NC",0.23993608247422682,97
"Canfield, OH",0.2479054794520548,73
"Beaver, UT",n/a,0
"Windom, TX",0.24150350877192983,228
"Falmouth, MA",0.4271515009380863,1066
"Mainesburg, PA",n/a,0
"Clayton, AL",0.3563351515151515,990
"Hazel Green, AL",0.24128527004909983,3666
"Richmond, MN",0.2537214076246334,341
"Mabelvale, AR",0.3639380952380952,126
"Roseville, MN",0.214948848419925,1867
"York, PA",0.2988918735891648,10633
"Plano, TX",0.3122545842531273,6795
"Panama City Beach, FL",0.3131150625766871,40750
"Scottdale, GA",n/a,0
"Mercer, PA",0.28334957264957267,468
"Farmington, AR",0.25484072603516733,3526
"Highland, UT",0.2934329896907216,388
"South Lyon, MI",0.3441534482758621,464
"Towanda, KS",0.5255140434782609,2300
"White Hall, AR",0.17098811292719168,673
"Kingsley, PA",0.427126710816777,453
"Fair Grove, MO",0.29227628205128203,156
"Wilderville, OR",0.8722714285714286,112
"Sanford, NC",0.29833328473234744,4801
"Woodinville, WA",0.16676511627906979,258
"Bella Vista, AR",0.3198315149136578,10192
"Pendleton, SC",0.3072409431137725,1336
"Middletown, PA",0.24239719434773704,4883
"Port Carbon, PA",0.36953513513513514,74
"Harleysville, PA",0.29753960948396097,1434
"Canadensis, PA",0.13997037037037036,108
"Cooperstown, PA",0.0193,8
"Danville, OH",0.2780797752808989,267
"Ryan, OK",0.1500875,32
"Brush Prairie, WA",0.2309439393939394,264
"Channahon, IL",0.0,2
"Somerset, PA",0.23268601286173635,3732
"Gardner, KS",0.29562638888888887,864
"Grasston, MN",0.0,1
"Calumet City, IL",0.3458777777777778,99
"Battle Lake, MN",-0.05886933333333332,75
"Cedar Park, TX",0.30130769230769233,156
"Vista, CA",n/a,0
"Greenville, GA",0.14909259259259258,27
"Paris, KY",0.2471870385561936,1220
"Elkton, KY",0.1354,13
"Munhall, PA",0.1804239864864865,296
"Anniston, AL",0.26839789612097303,10647
"Hodgkins, IL",0.03002837837837837,74
"Rochert, MN",n/a,0
"Barataria, LA",0.06371666666666669,6
"Abbeville, SC",0.19534651162790698,48
"Bucksport, ME",0.18409090909090908,11
"Cowpens, SC",0.34463239831697057,713
"Fontana, CA",0.3551150557620818,538
"Perris, CA",0.36653240740740745,216
"Stevens, PA",0.3701006172839506,324
"Stowe, PA",0.2127132596685083,362
"Strasburg, PA",0.3772083916083916,286
"Barrington, NH",0.95258,10
"Slippery Rock, PA",0.21796680000000002,500
"Corry, PA",0.193765,160
"Hellertown, PA",0.4235814262023217,603
"Loves Park, IL",0.32068021462105967,2982
"Great Lakes, IL",0.1242592,125
"Mabel, MN",0.0,2
"Zavalla, TX",n/a,0
"Stilwell, KS",0.35371495327102803,963
"Ethridge, TN",n/a,0
"Parowan, UT",0.020858620689655175,29
"Daniel Island, SC",0.31939236641221375,262
"Buckeye, AZ",0.303888679245283,53
"Moorestown, NJ",0.5173135416666667,384
"North Kingstown, RI",0.28703504083147735,1347
"Hilliards, PA",0.32536666666666664,6
"McMinnville, OR",0.37778529411764705,612
"Morgan, PA",0.28126743119266057,436
"Villanova, PA",0.44106840659340657,728
"Homer City, PA",0.11375555555555555,108
"Edinboro, PA",0.14602137931034484,290
"Dauphin, PA",0.11644396551724139,232
"Seneca, PA",0.3271449074074074,432
"Glen Burnie, MD",0.2700544254239119,37036
"Santa Clara, CA",0.1410663082437276,1674
"Shawnee, KS",0.3110889010902816,12749
"Finchville, KY",0.22493823529411766,102
"Wildwood, MO",0.29116989311163893,3368
"Guthrie, KY",0.24452910447761195,134
"New Bern, NC",-0.33572,10
"Syracuse, UT",0.32767458053691273,1192
"Galivants Ferry, SC",0.2605088524590164,305
"Bristol, TN",0.25117657657657655,222
"Effingham, SC",0.2935771324863884,551
"Bonnerdale, AR",0.31918688524590166,61
"Minor Hill, TN",0.04672857142857143,28
"Morristown, TN",0.22323293697978597,1682
"Fountain Hill, PA",0.5918981481481481,108
"Rosholt, WI",n/a,0
"Katy, TX",0.3937193436960276,1737
"Sykesville, MD",0.5057909090909091,88
"South Abington Township, PA",0.25889095477386936,597
"Harmony, PA",0.4190034734917733,1094
"Narvon, PA",0.2984181818181818,264
"Central City, PA",0.0,2
"Fenelton, PA",0.2099672794117647,544
"Kane, PA",-0.04670769230769231,26
"Mill Hall, PA",0.15034444444444445,108
"East Windsor, NJ",0.3621409482758621,232
"Windber, PA",0.227294425087108,287
"Seymour, CT",0.3088638888888889,216
"Ottertail, MN",0.3418024390243902,41
"Valley Falls, KS",n/a,0
"Merrimac, WI",0.2645695454545455,220
"South Jordan, UT",0.32377255646612035,5003
"West Bountiful, UT",0.28163241379310344,145
"Hartsville, SC",0.21857521367521368,234
"Boaz, AL",0.3314711219512195,1025
"Tyler, AL",0.2021625,24
"Wabasha, MN",0.10434528301886792,53
"Inglewood, CA",0.2018518,1000
"Belle Vernon, PA",0.22228235974551763,3458
"Montrose, PA",0.3434864548494983,1196
"Waddell, AZ",0.5300706390328153,2316
"Pitcairn, PA",0.34826507177033494,418
"Newburg, PA",0.050733333333333346,12
"St. Augustine, FL",0.20772708333333337,96
"Summerhill, PA",0.3159308823529412,136
"Sunbury, PA",-0.0033333333333333335,18
"Brodheadsville, PA",0.4440616666666667,120
"Hallam, PA",0.04687307692307691,104
"Brainerd, MN",0.2943292845257903,601
"Victoria, TX",0.28685273171768705,9408
"Garden City, ID",0.16696327329678937,1277
"Mound City, KS",0.2189913043478261,23
"Maceo, KY",0.427568115942029,69
"Saunderstown, RI",0.33552363076923075,1625
"Cupertino, CA",0.31065700374531835,1335
"Blountsville, AL",0.22111602209944753,181
"Cherokee Village, AR",0.17796542553191488,188
"Madison, WI",0.319147575410462,2619
"Beaverton, OR",0.3662940972222222,288
"Greenwood, NY",0.3276377609108159,3689
"Lehi, UT",0.2990517341882833,3431
"Weatherly, PA",n/a,0
"Dickson City, PA",0.33606576576576574,444
"Kentwood, MI",0.22649295774647887,284
"Ebensburg, PA",0.21503170731707316,82
"Marlborough, CT",0.07422500000000001,8
"Houtzdale, PA",0.4404,8
"Edgewood, MD",0.4071404255319149,94
"Galva, IL",0.2099769230769231,13
"Arnold, MD",0.35048291250734,3406
"Bloomington, MN",0.22749193470955353,2083
"Hopkins, MN",0.28483448765256886,3523
"Dilworth, MN",0.18746271186440677,118
"Gilberts, IL",0.4029486842105263,76
"Lenexa, KS",0.1788061403508772,114
"Reedley, CA",0.41460769230769234,78
"Asbury, IA",0.39499142857142855,70
"Shenandoah, TX",0.4126503267973856,153
"Jackson, GA",0.2943710659898477,197
"Williamsburg, KS",0.4876878205128205,156
"Orange, CA",0.256220074783828,4279
"Pleasant Gap, PA",0.4431174129353234,201
"Hanford, CA",0.13209509658246657,673
"Rush, KY",0.0,1
"Goose Creek, SC",0.30426102472597505,3923
"Simpsonville, SC",0.28044236552472485,12902
"Saint Helena Island, SC",n/a,0
"Carrollton, AL",0.15067327586206897,116
"Columbia, SC",0.2973744756109157,52587
"Glendale, AZ",0.31465263257153636,349962
"Fayetteville, AR",0.2562700490810544,339846
"Hanover Township, PA",0.2874745387453875,542
"Haverhill, MA",0.3475863619717278,13653
"Raleigh, NC",0.2679665668819915,6347
"Cedarburg, WI",0.20856739130434784,92
"Cherry Tree, PA",n/a,0
"Greenfield, IN",0.2287191256830601,732
"Grove City, OH",0.23253333333333334,273
"Huntsville, UT",0.4031145287958115,764
"Royse City, TX",0.16782899543378996,1314
"Corinth, KY",0.051570000000000005,10
"Sabetha, KS",-0.06154444444444445,9
"Westport, KY",0.2696133333333333,90
"Broomfield, CO",0.21826688741721856,302
"Mc Clellanville, SC",n/a,0
"Ashdown, AR",0.12615,6
"Calico Rock, AR",0.1569625,8
"Hickory Creek, TX",0.2424969465648855,2620
"Blacksburg, VA",0.3007852867105773,10325
"Commodore, PA",-0.47755000000000003,4
"Fawn Grove, PA",0.2822984771573604,394
"Fredericktown, PA",0.2555484812388326,1679
"Columbia Heights, MN",0.4054225190839695,262
"Worcester, NY",0.0,10
"Nazareth, PA",0.32905176012736603,5653
"Pottsville, PA",0.3253029069767442,688
"Glenside, PA",0.40480895061728395,648
"Wethersfield, CT",0.22887,40
"Venango, PA",0.1683048888888889,450
"Collinsville, OK",0.10948356164383562,146
"Woodville, TX",0.2895789081885856,806
"Greenville, RI",0.2818415644171779,652
"Hodges, SC",0.0,2
"Brundidge, AL",0.3987613821138212,246
"Eva, AL",0.03445,18
"Woodland, AL",0.023099999999999996,18
"Gurley, AL",0.20601081967213114,305
"Milton, VT",0.19183473684210525,95
"New Freedom, PA",0.270471922005571,3590
"Trexlertown, PA",0.30463870967741935,62
"Hanover, MD",0.3080272017837235,32292
"Elmwood Park, IL",0.06943909465020577,243
"Kasson, MN",0.24139977064220183,436
"Madelia, MN",0.0,4
"West Columbia, SC",0.16364657534246577,73
"Buford, GA",0.31559615384615386,884
"Dayton, KY",0.0809125,8
"Johnston, RI",0.2743879646017699,565
"Westmoreland City, PA",0.29252083333333334,96
"Montezuma, KS",0.0,2
"Marietta, SC",0.18805106382978723,94
"Pelham, AL",0.29176106594399276,3322
"Woodville, AL",0.3713683823529412,136
"Gordon, AL",n/a,0
"Menomonie, WI",0.16527160493827162,648
"Fairfield, CA",0.28049945004582955,1091
"Lancaster, PA",0.303555722728747,55498
"East Earl, PA",0.22339357142857144,280
"New Park, PA",0.3175450980392157,102
"Laurel, MS",0.21447916666666667,144
"Valencia, PA",n/a,0
"Fridley, MN",0.2738147678209534,11349
"Hickory Hills, IL",0.2424969465648855,524
"Arden Hills, MN",0.45548627450980395,255
"Perry, GA",0.293415625,32
"Pacific Palisades, CA",0.21492352024922118,5136
"Taylorsville, KY",0.27794162414965984,2352
"Menifee, CA",0.40013461538461537,52
"Fitchburg, WI",0.3526392857142857,28
"Warren, OR",0.32073633387888706,1222
"Fremont, CA",0.2987122993732917,168659
"Lawrenceville, GA",0.3225080103359173,774
"Spring Hill, TN",0.3328303525365434,1163
"Dittmer, MO",0.2695466129032258,620
"Larimer, PA",0.291821978021978,182
"Brogue, PA",0.1403067415730337,178
"Plum, PA",0.309396,200
"Moseley, VA",0.2231088170462895,1361
"Canby, MN",0.0,3
"Schaumburg, IL",0.3937873720136519,586
"Lompoc, CA",0.3627842794759825,229
"Loris, SC",0.2502912798874824,712
"Johns Island, SC",0.301409948542024,1749
"Dover, AR",0.1787753086419753,81
"Quinton, AL",-0.010866666666666662,27
"Milton, TN",-0.023900000000000005,12
"Beaver, PA",0.34084952951240377,2338
"Auburn, PA",0.03415445544554455,202
"Sammamish, WA",0.20171470588235293,306
"Pickerington, OH",0.2295465703971119,277
"Germansville, PA",0.12561901408450704,1136
"Yuma, AZ",0.419175,8
"Garnet Valley, PA",0.3987840206185567,776
"Highwood, IL",0.38904431818181817,264
"Kansas City, KS",0.24561398337112622,1323
"Estes Park, CO",n/a,0
"Troy, TX",0.2772821818181818,550
"Brigham City, UT",0.34348714133900105,941
"Mount Eden, KY",0.16481489361702129,94
"Bradenton, FL",0.4122972972972973,37
"Kissimmee, FL",0.2524606936416185,519
"Robinson, KS",0.2916734375,128
"Providence, KY",0.13935,4
"Voorhees, NJ",0.33215430894308945,615
"Laceys Spring, AL",0.222820796460177,226
"Chelsea, AL",0.25963211243611584,1174
"McDonough, GA",0.4709890862944162,788
"Revere, MA",0.35766961253809315,11485
"Erie, PA",0.29068642080493345,24648
"Barton, VT",0.38942379182156134,1076
